pairId	DepthList	WidthList	Sent1SelfNum	Sent2SelfNum	InterSectNum
392	3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|4|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|4|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|4|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|4|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|2|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|3|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|2|1	6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|4|3|3|2|3|2|2|1|3|2|2|1|2|1|1|9|8|8|7|8|7|7|6|8|7|7|6|7|6|6|5|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|6|5|5|4|6|5|5|4|5|4|4|4|3|9|8|8|7|8|7|7|6|8|7|7|6|7|6|6|5|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|6|5|5|4|6|5|5|4|5|4|4|4|3|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|4|3|3|2|3|2|2|1|3|2|2|1|2|1|1|1|1|9|8|8|7|8|7|7|6|8|7|7|6|7|6|6|5|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|6|5|5|4|6|5|5|4|5|4|4|4|3|9|8|8|7|8|7|7|6|8|7|7|6|7|6|6|5|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|6|5|5|4|6|5|5|4|5|4|4|4|3|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|1|1|9|8|8|7|8|7|7|6|8|7|7|6|7|6|6|5|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|6|5|5|4|6|5|5|4|5|4|4|4|3|9|8|8|7|8|7|7|6|8|7|7|6|7|6|6|5|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|6|5|5|4|6|5|5|4|5|4|4|4|3|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|8|7|7|6|7|6|6|5|7|6|6|5|6|5|5|4|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|5|4|4|3|5|4|4|3|4|3|3|3|2|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|7|6|6|5|6|5|5|4|6|5|5|4|5|4|4|3|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|4|3|3|2|4|3|3|2|3|2|2|2|1|6|5|5|4|5|4|4|3|5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|3|2|2|1|3|2|2|1|2|1|1|1|1	15889.0	14130.0	2731.0
393	1	1	249.0	14130.0	1.0
395	2|1|1|1|2|1	1|1|1|1|1|1	345.0	78.0	6.0
396	1	1	14130.0	645.0	1.0
397			78.0	14130.0	0.0
398	2|2|1|1|1|1	2|1|2|1|1|1	345.0	984.0	6.0
403	1|2|1|1|2|1|1	1|2|2|1|1|1|1	64.0	64.0	7.0
404	1	1	6.0	3.0	1.0
409			6.0	64.0	0.0
410			64.0	6.0	0.0
413	1|1|1|2|2|2|1|1|3|3|3|2|1|1|3|3|3|2|1	2|1|1|2|1|1|1|1|3|2|2|2|2|1|2|1|1|1|1	283.0	369.0	19.0
415	4|4|4|3|2|2|4|4|4|3|2|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|1|1|1|1|1|1|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|2|2|5|5|5|4|3|3|5|5|5|4|3|2|1|1|5|5|5|4|3|3|5|5|5|4|3|2|1	3|2|2|2|2|1|2|1|1|1|1|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|2|1|1|2|1|1|5|4|4|4|4|3|4|3|3|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|2|2|1|4|3|3|3|3|2|3|2|2|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|1|1	133.0	133.0	102.0
422	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	90.0	19.0	19.0
423	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	37.0	19.0	19.0
427	1|1	1|1	19.0	546.0	2.0
428	1	1	306.0	19.0	1.0
434	1|1|1|1	1|2|1|1	33.0	45.0	4.0
435	1|1|2|1	1|1|1|1	199.0	27.0	4.0
436	1|2|2|2|1|1|1|1|1|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1	1|2|1|1|1|2|1|1|1|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1	199.0	199.0	116.0
438			45.0	199.0	0.0
439			84.0	199.0	0.0
440			33.0	199.0	0.0
441			199.0	45.0	0.0
442	1	1	12.0	33.0	1.0
446	1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1	1|4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	73.0	73.0	24.0
447			6.0	33.0	0.0
449	1	1	73.0	12.0	1.0
451			78.0	73.0	0.0
